recipe_id,raw_material_id,raw_material_ratio,flavour_id,flavour_ratio,ingredient_id,ingredient_ratio,heat_process,yield,generation_date,batch_number
MCCQ,90,0.27,466,0.14,100,0.59,Steaming,97.52,7/5/24,1
2EPP,108,0.92,368,0.07,293,0.01,Steaming,90.62,7/5/24,1
C9ZL,194,0.77,5,0.22,213,0.01,,91.55,7/5/24,1
012C,78,0.88,483,0.06,290,0.06,,31.62,7/5/24,1
2ZNW,198,0.72,231,0.27,76,0.01,,99.87,7/5/24,1
9II0,185,0.95,100,0.04,136,0.01,,94.09,7/5/24,1
WZRG,43,0.55,37,0.01,30,0.44,,94.37,7/5/24,1
K1VS,12,0.53,462,0.42,275,0.05,50°C for 10 min,97.19,7/5/24,1
6IHS,18,0.66,80,0.33,3,0.01,,92.93,7/5/24,1
SDY8,5,0.34,466,0.43,257,0.23,,90.21,7/5/24,1
316X,16,0.14,246,0.41,19,0.45,,99.69,7/5/24,1
HBNI,144,0.14,449,0.55,19,0.31,,94.98,7/5/24,1
RUZG,12,0.88,70,0.11,160,0.01,,95,7/5/24,1
EW0K,66,0.49,390,0.17,99,0.34,,69.79,7/5/24,1
FCYO,169,0.15,122,0.36,210,0.49,,98.98,7/5/24,1
O4UH,7,0.47,125,0.16,61,0.37,,96.7,7/5/24,1
9JQC,167,0.46,397,0.31,294,0.23,,21.96,7/5/24,1
4MBX,57,0.46,85,0.53,22,0.01,,92.22,7/5/24,1
ZRI9,23,0.16,255,0.62,178,0.22,,99.13,7/5/24,1
NBRF,144,0.66,180,0.06,201,0.28,70°C for 10 min,97.52,7/5/24,1
38GR,130,0.07,48,0.66,87,0.27,50°C for 10 min,98.28,7/5/24,1
D2W1,177,0.94,177,0.05,241,0.01,70°C for 10 min,93.94,7/5/24,1
56TW,149,0.47,32,0.31,268,0.22,70°C for 10 min,90.12,7/5/24,1
5GW8,167,0.4,302,0.22,257,0.38,20°C for 60 min,41.92,7/5/24,1
ME1P,57,0.24,23,0.03,163,0.73,Steaming,93.72,7/5/24,1
SY4L,38,0.43,245,0.56,264,0.01,,99.18,7/5/24,1
POFC,153,0.68,119,0.31,24,0.01,,92.51,7/5/24,1
G9NM,167,0.87,482,0.12,208,0.01,,92.03,7/5/24,1
SOQ7,198,0.34,230,0.65,83,0.01,,90.55,7/5/24,1
X1M0,82,0.02,406,0.71,84,0.27,Freezing for 20 min,46.21,7/5/24,1
2R6O,78,0.2,328,0.23,228,0.57,50°C for 10 min,92.77,7/5/24,1
K3FZ,160,0.64,80,0.35,182,0.01,,96.91,7/5/24,1
KE1I,72,0.55,311,0.44,85,0.01,,90.18,7/5/24,1
U16N,191,0.1,294,0.12,173,0.78,,90.52,7/5/24,1
738N,172,0.38,81,0.58,21,0.04,,90.7,7/5/24,1
50FH,86,0.54,222,0.3,264,0.16,,98.16,7/5/24,1
XCJX,153,0.1,222,0.76,6,0.14,,97.06,7/5/24,1
QSEV,154,0.93,90,0.06,224,0.01,,97.66,7/5/24,1
8D9Y,19,0.86,221,0.1,1,0.04,,97.3,7/5/24,1
F8MH,184,0.98,374,0.01,222,0.01,,90.61,7/5/24,1
SLTJ,97,0.05,263,0.74,76,0.21,,93.56,7/5/24,1
K4MK,167,0.62,271,0.37,118,0.01,,97.12,7/5/24,1
XML9,67,0.41,413,0.38,176,0.21,70°C for 10 min,92.27,7/5/24,1
XHH5,182,0.02,273,0.1,269,0.88,,92.8,7/5/24,1
N6DD,78,0.84,468,0.15,265,0.01,Freezing for 20 min,93.88,7/5/24,1
07KE,3,0.63,277,0.36,267,0.01,,97.13,7/5/24,1
CX5G,185,0.25,255,0.74,101,0.01,,94.47,7/5/24,1
KO47,16,0.19,221,0.8,92,0.01,,99.66,7/5/24,1
L9FF,66,0.41,266,0.17,189,0.42,,90.88,7/5/24,1
Y4XM,196,0.08,1,0.54,169,0.38,,99.88,7/5/24,1
7YP3,197,0.87,309,0.12,229,0.01,Freezing for 20 min,98.09,7/5/24,1
J64R,115,0.6,227,0.39,120,0.01,,92.15,7/5/24,1
LX5G,131,0.75,360,0.17,185,0.08,Freezing for 20 min,90.86,7/5/24,1
6G0Z,90,0.09,264,0.73,53,0.18,,98.1,7/5/24,1
T1JR,60,0.8,205,0.19,182,0.01,,93.09,7/5/24,1
YJBN,69,0.31,254,0.68,6,0.01,Steaming,95.95,7/5/24,1
5HTH,141,0.88,376,0.11,208,0.01,,96.67,7/5/24,1
HGYU,153,0.45,324,0.54,86,0.01,,98.09,7/5/24,1
W5YH,164,0.56,364,0.43,202,0.01,Steaming,91.5,7/5/24,1
NKIO,163,0.79,449,0.2,195,0.01,,94.6,7/5/24,1
6O5W,15,0.43,163,0.48,29,0.09,,97.17,7/5/24,1
LEA0,95,0.78,197,0.21,60,0.01,,97.31,7/5/24,1
D7Y5,12,0.46,231,0.21,167,0.33,,93.23,7/5/24,1
B2VX,109,0.54,157,0.45,196,0.01,,96.79,7/5/24,1
ZSHO,90,0.45,246,0.14,16,0.41,70°C for 10 min,96.5,7/5/24,1
UV0C,180,0.3,170,0.54,177,0.16,,92.98,7/5/24,1
9OJ4,75,0.54,446,0.45,234,0.01,,95.85,7/5/24,1
0TQT,22,0.59,234,0.33,212,0.08,,94.21,7/5/24,1
5W72,29,0.69,455,0.3,15,0.01,Freezing for 20 min,94.49,7/5/24,1
Y9B4,156,0.67,117,0.01,245,0.32,,95.53,7/5/24,1
WZNY,127,0.08,50,0.47,96,0.45,,94.45,7/5/24,1
KKLR,18,0.45,97,0.35,12,0.2,20°C for 60 min,99.71,7/5/24,1
NING,14,0.38,49,0.12,67,0.5,,91.76,7/5/24,1
7MRW,144,0.5,500,0.49,123,0.01,,91.08,7/5/24,1
JEYS,12,0.43,474,0.4,186,0.17,,97.39,7/5/24,1
9YNY,167,0.02,272,0.69,29,0.29,,92.06,7/5/24,1
2XZJ,144,0.31,173,0.66,86,0.03,,80.27,7/5/24,1
4RGN,13,0.31,336,0.31,215,0.38,,90.39,7/5/24,1
7B7F,14,0.58,186,0.26,104,0.16,70°C for 10 min,42.27,7/5/24,1
LFI1,198,0.1,500,0.8,62,0.1,,98.47,7/5/24,1
7WK1,78,0.87,456,0.12,98,0.01,,90.07,7/5/24,1
LCBH,78,0.5,381,0.49,281,0.01,50°C for 10 min,86.69,7/5/24,1
C1M4,167,0.55,139,0.12,147,0.33,,91.72,7/5/24,1
V53R,196,0.9,311,0.09,137,0.01,,92.65,7/5/24,1
3RZL,198,0.38,98,0.61,65,0.01,,94,7/5/24,1
LQER,154,0.14,230,0.08,209,0.78,,91.53,7/5/24,1
6FMQ,78,0.64,101,0.35,129,0.01,Freezing for 20 min,90.85,7/5/24,1
ET17,13,0.2,488,0.64,122,0.16,Steaming,96.12,7/5/24,1
48XH,160,0.25,117,0.37,212,0.38,,92.21,7/5/24,1
GEXF,111,0.1,120,0.48,30,0.42,,90.1,7/5/24,1
XOLR,85,0.58,154,0.41,11,0.01,,92.98,7/5/24,1
185J,185,0.42,376,0.57,12,0.01,,93.14,7/5/24,1
F7M5,21,0.8,219,0.19,280,0.01,,45.37,7/5/24,1
RHRG,94,0.12,83,0.64,237,0.24,,76.44,7/5/24,1
NHIY,3,0.64,46,0.34,21,0.02,,98.65,7/5/24,1
55NS,90,0.58,311,0.41,183,0.01,,90.43,7/5/24,1
3CC9,12,0.44,409,0.39,298,0.17,Freezing for 20 min,93.88,7/5/24,1
B66H,23,0.87,215,0.12,69,0.01,70°C for 10 min,95.47,7/5/24,1
RMYG,22,0.76,238,0.1,23,0.14,,94.42,7/5/24,1
3MFA,135,0.55,104,0.21,297,0.24,,97.52,7/5/24,1
JAZO,152,0.05,57,0.94,254,0.01,,92.1,7/5/24,1
P3LV,118,0.91,320,0.08,245,0.01,Steaming,58.06,7/5/24,1
A0NV,198,0.29,381,0.21,175,0.5,,37.82,7/5/24,1
ZI78,78,0.26,130,0.4,73,0.34,Steaming,40.67,7/5/24,1
EVW7,58,0.55,386,0.44,237,0.01,,96.9,7/5/24,1
A7BQ,175,0.46,67,0.53,57,0.01,,95.58,7/5/24,1
K02S,45,0.07,180,0.92,282,0.01,20°C for 60 min,94.44,7/5/24,1
WPSO,198,0.49,185,0.36,164,0.15,,96.41,7/5/24,1
ZW4H,4,0.08,97,0.09,243,0.83,,98.03,7/5/24,1
HC22,198,0.52,41,0.47,270,0.01,,92.68,7/5/24,1
CQAL,12,0.57,352,0.14,145,0.29,Freezing for 20 min,77.33,7/5/24,1
2WL6,181,0.46,381,0.53,249,0.01,20°C for 60 min,97.5,7/5/24,1
8TZN,103,0.93,355,0.06,27,0.01,50°C for 10 min,99.58,7/5/24,1
JCCC,199,0.25,465,0.03,272,0.72,,93.07,7/5/24,1
KABP,12,0.94,427,0.05,45,0.01,,98.4,7/5/24,1
W417,110,0.75,180,0.24,197,0.01,,91.34,7/5/24,1
2CN4,198,0.78,227,0.21,40,0.01,,95.18,7/5/24,1
2JBV,102,0.5,2,0.49,86,0.01,20°C for 60 min,92.72,7/5/24,1
WB6F,130,0.31,492,0.68,212,0.01,50°C for 10 min,94.94,7/5/24,1
T5L9,144,0.18,74,0.62,52,0.2,,91.66,7/5/24,1
CY1N,90,0.91,330,0.03,123,0.06,Freezing for 20 min,93.24,7/5/24,1
0ECE,130,0.66,450,0.33,176,0.01,50°C for 10 min,90.8,7/5/24,1
RKI7,118,0.75,231,0.24,226,0.01,,94.48,7/5/24,1
IDHD,184,0.81,157,0.18,161,0.01,,98.47,7/5/24,1
KQ44,12,0.16,226,0.38,49,0.46,,99.92,7/5/24,1
EOQF,56,0.19,223,0.59,225,0.22,,92.08,7/5/24,1
97AV,196,0.38,444,0.61,138,0.01,,98.23,7/5/24,1
4JTZ,181,0.33,213,0.59,197,0.08,,97.11,7/5/24,1
F6PR,90,0.64,66,0.04,96,0.32,50°C for 10 min,95.77,7/5/24,1
LBF7,128,0.59,115,0.4,25,0.01,Freezing for 20 min,97.31,7/5/24,1
Y4H7,55,0.31,169,0.68,48,0.01,,89.26,7/5/24,1
VCFZ,41,0.54,163,0.45,266,0.01,50°C for 10 min,94.99,7/5/24,1
QQ94,90,0.98,45,0.01,151,0.01,,91.5,7/5/24,1
2ZX8,75,0.9,111,0.09,182,0.01,,94.96,7/5/24,1
J2FV,118,0.52,19,0.02,108,0.46,20°C for 60 min,93.19,7/5/24,1
FUEL,12,0.09,364,0.9,191,0.01,,93.99,7/5/24,1
Q0HZ,198,0.08,250,0.79,7,0.13,Freezing for 20 min,96.56,7/5/24,1
KL6R,198,0.17,314,0.82,288,0.01,50°C for 10 min,97.08,7/5/24,1
NSN0,144,0.43,14,0.56,60,0.01,,95.22,7/5/24,1
PB5D,105,0.77,460,0.22,225,0.01,,93.35,7/5/24,1
EKYS,64,0.75,131,0.24,149,0.01,,99.46,7/5/24,1
WBJA,167,0.28,77,0.54,181,0.18,20°C for 60 min,98.28,7/5/24,1
WGNT,144,0.32,261,0.67,116,0.01,50°C for 10 min,97.35,7/5/24,1
YLKL,34,0.07,93,0.21,58,0.72,,91.45,7/5/24,1
M9Q3,186,0.27,116,0.6,82,0.13,,91.37,7/5/24,1
ETEQ,167,0.31,344,0.68,180,0.01,Freezing for 20 min,97.73,7/5/24,1
4J4D,196,0.14,407,0.85,278,0.01,,96.86,7/5/24,1
YQW3,146,0.41,151,0.58,283,0.01,,94.93,7/5/24,1
BT28,126,0.2,376,0.79,197,0.01,Steaming,97.06,7/5/24,1
ONZJ,83,0.98,264,0.01,101,0.01,,98.91,7/5/24,1
TW3O,192,0.96,207,0.03,81,0.01,50°C for 10 min,95.83,7/5/24,1
KST5,174,0.01,222,0.25,288,0.74,,96.07,7/5/24,1
76SR,12,0.72,466,0.27,127,0.01,,98.24,7/5/24,1
ICB8,7,0.35,66,0.26,286,0.39,,90.04,7/5/24,1
F14O,78,0.35,317,0.63,127,0.02,,91.58,7/5/24,1
2DTP,167,0.2,417,0.14,220,0.66,,97.08,7/5/24,1
ZRZK,198,0.29,410,0.11,238,0.6,,27.95,7/5/24,1
MKIR,31,0.18,487,0.2,101,0.62,,91.85,7/5/24,1
1IMQ,121,0.84,71,0.15,42,0.01,20°C for 60 min,96.85,7/5/24,1
N1Z2,78,0.58,372,0.41,128,0.01,,99.31,7/5/24,1
G6EU,198,0.07,156,0.54,23,0.39,,91.59,7/5/24,1
FGA7,168,0.46,95,0.53,282,0.01,,94.59,7/5/24,1
DQ3X,167,0.95,188,0.04,129,0.01,,97.87,7/5/24,1
SXQG,90,0.11,21,0.88,188,0.01,20°C for 60 min,97.69,7/5/24,1
7VN4,83,0.44,368,0.55,78,0.01,,90.78,7/5/24,1
KDDJ,54,0.96,409,0.03,92,0.01,,95.57,7/5/24,1
XEKB,12,0.38,100,0.13,286,0.49,,34.05,7/5/24,1
0QGW,174,0.21,340,0.78,237,0.01,50°C for 10 min,94.84,7/5/24,1
KXXD,167,0.21,73,0.78,250,0.01,50°C for 10 min,97.53,7/5/24,1
936K,200,0.87,274,0.12,125,0.01,,99.91,7/5/24,1
ZTWH,200,0.47,365,0.23,253,0.3,,92.11,7/5/24,1
PELD,111,0.35,425,0.31,31,0.34,70°C for 10 min,97.95,7/5/24,1
V6ZW,158,0.82,499,0.17,107,0.01,,94.69,7/5/24,1
1S0R,195,0.67,121,0.32,43,0.01,,93.62,7/5/24,1
XZ0X,170,0.97,14,0.02,113,0.01,Freezing for 20 min,94.94,7/5/24,1
UDKK,48,0.11,262,0.85,272,0.04,,97,7/5/24,1
LEMH,90,0.91,122,0.08,147,0.01,,95.76,7/5/24,1
XA8O,25,0.59,245,0.4,233,0.01,,96.12,7/5/24,1
C0KZ,197,0.23,315,0.76,54,0.01,,95.86,7/5/24,1
KS32,124,0.88,89,0.11,216,0.01,,92.19,7/5/24,1
YDSH,45,0.57,381,0.41,207,0.02,,90.96,7/5/24,1
8M88,141,0.08,484,0.26,294,0.66,,95.73,7/5/24,1
NYD2,127,0.23,361,0.13,201,0.64,,91.58,7/5/24,1
K8B8,77,0.38,236,0.46,105,0.16,,93.58,7/5/24,1
N5EA,21,0.06,168,0.93,25,0.01,,34.14,7/5/24,1
2ELX,141,0.1,482,0.41,269,0.49,50°C for 10 min,93.44,7/5/24,1
D094,101,0.4,22,0.04,64,0.56,,97.31,7/5/24,1
8EAF,159,0.06,406,0.81,191,0.13,,55.8,7/5/24,1
UNSX,101,0.06,184,0.23,168,0.71,Freezing for 20 min,99.9,7/5/24,1
UE71,171,0.36,267,0.59,130,0.05,,96.98,7/5/24,1
9Y25,110,0.81,483,0.18,24,0.01,,99.21,7/5/24,1
S0CI,112,0.49,180,0.34,131,0.17,70°C for 10 min,95.06,7/5/24,1
DT2X,177,0.54,361,0.45,47,0.01,,97.97,7/5/24,1
R3Q9,80,0.25,251,0.1,27,0.65,20°C for 60 min,93.07,7/5/24,1
K64B,27,0.47,89,0.03,182,0.5,,92.89,7/5/24,1
JEXK,8,0.49,354,0.4,85,0.11,,92.65,7/5/24,1
V6HE,154,0.1,55,0.18,254,0.72,Steaming,91.77,7/5/24,1
WQ41,128,0.77,92,0.22,247,0.01,,93.33,7/5/24,1
BQRE,144,0.87,107,0.07,100,0.06,,93.35,7/5/24,1
2G70,45,0.65,348,0.34,81,0.01,,99.63,7/5/24,1
J4ME,27,0.22,343,0.42,203,0.36,,94.36,7/5/24,1
79J0,4,0.93,310,0.06,87,0.01,Freezing for 20 min,98.79,7/5/24,1
FWR8,75,0.33,181,0.46,51,0.21,20°C for 60 min,92.75,7/5/24,1
TQEY,120,0.37,470,0.62,284,0.01,,94.98,7/5/24,1
5NMW,78,0.84,213,0.15,276,0.01,,90.69,7/5/24,1
M23E,89,0.07,1,0.92,222,0.01,Freezing for 20 min,96.72,7/5/24,1
EVPY,184,0.82,139,0.17,164,0.01,,93.41,7/5/24,1
238X,74,0.1,41,0.76,200,0.14,50°C for 10 min,92.25,7/5/24,1
OW2Q,100,0.95,379,0.04,126,0.01,Freezing for 20 min,97.06,7/5/24,1
49DF,162,0.68,227,0.06,180,0.26,,99.84,7/5/24,1
OXW4,78,0.72,438,0.27,154,0.01,,96.71,7/5/24,1
TQSH,128,0.12,60,0.46,2,0.42,,93.73,7/5/24,1
ZS1D,173,0.81,176,0.18,128,0.01,,92.61,7/5/24,1
H5LI,196,0.73,375,0.26,45,0.01,20°C for 60 min,92.76,7/5/24,1
LOQ9,30,0.72,335,0.16,34,0.12,Steaming,92.57,7/5/24,1
C7X3,190,0.84,484,0.15,285,0.01,,96.38,7/5/24,1
0LE8,94,0.06,326,0.6,230,0.34,70°C for 10 min,96.51,7/5/24,1
W6AN,50,0.32,83,0.67,96,0.01,,90.75,7/5/24,1
300H,90,0.51,216,0.45,140,0.04,,90.43,7/5/24,1
AAUB,198,0.97,252,0.02,286,0.01,,87.04,7/5/24,1
KD00,94,0.1,107,0.69,238,0.21,,98.65,7/5/24,1
BUMC,69,0.13,165,0.68,289,0.19,,96.63,7/5/24,1
VU97,131,0.24,257,0.56,122,0.2,Freezing for 20 min,36.5,7/5/24,1
WQPJ,46,0.32,436,0.3,210,0.38,,93.12,7/5/24,1
JT1I,12,0.75,49,0.24,147,0.01,,99.95,7/5/24,1
ZAZL,25,0.48,402,0.51,242,0.01,Freezing for 20 min,91.76,7/5/24,1
YVR2,25,0.26,457,0.73,136,0.01,,95.24,7/5/24,1
36LP,31,0.34,477,0.32,229,0.34,,97,7/5/24,1
K9UG,28,0.74,18,0.25,152,0.01,,95.3,7/5/24,1
DW7H,133,0.1,70,0.59,134,0.31,Freezing for 20 min,99.32,7/5/24,1
U75N,39,0.53,293,0.46,261,0.01,,98.86,7/5/24,1
3WXH,73,0.33,485,0.66,268,0.01,50°C for 10 min,94.42,7/5/24,1
8VIG,182,0.03,462,0.11,119,0.86,,97.85,7/5/24,1
0LAM,90,0.85,333,0.14,297,0.01,20°C for 60 min,96.37,7/5/24,1
460L,140,0.41,409,0.12,102,0.47,,90.56,7/5/24,1
LAYR,37,0.65,182,0.34,158,0.01,,24.34,7/5/24,1
8MNF,42,0.51,158,0.11,206,0.38,,21.34,7/5/24,1
1CKQ,11,0.38,238,0.06,38,0.56,,95.34,7/5/24,1
7QUR,36,0.2,14,0.67,67,0.13,,97.91,7/5/24,1
JPA5,56,0.3,413,0.48,295,0.22,Freezing for 20 min,90.55,7/5/24,1
JG5E,38,0.59,70,0.4,51,0.01,,92.4,7/5/24,1
X5ID,15,0.58,445,0.41,17,0.01,50°C for 10 min,90.54,7/5/24,1
N5LC,23,0.01,194,0.27,15,0.72,,95.52,7/5/24,1
PQ8Q,90,0.88,481,0.11,106,0.01,,93.24,7/5/24,1
X33Q,45,0.64,447,0.15,40,0.21,,90.95,7/5/24,1
JIT6,78,0.89,33,0.1,232,0.01,Steaming,99.26,7/5/24,1
ALOB,97,0.59,79,0.4,85,0.01,20°C for 60 min,99.14,7/5/24,1
0IH4,144,0.54,462,0.39,137,0.07,,90.83,7/5/24,1
ZUWE,11,0.33,197,0.27,32,0.4,,59.9,7/5/24,1
K7CZ,166,0.18,496,0.02,89,0.8,,98.87,7/5/24,1
84BG,130,0.15,487,0.19,148,0.66,,95.26,7/5/24,1
MCL6,13,0.43,130,0.56,96,0.01,,97.42,7/5/24,1
FVSH,176,0.34,491,0.34,49,0.32,20°C for 60 min,90.16,7/5/24,1
OKOX,189,0.87,130,0.12,259,0.01,Steaming,92.78,7/5/24,1
LO4W,12,0.45,348,0.23,289,0.32,,77.57,7/5/24,1
ZII9,55,0.33,65,0.33,54,0.34,,97.55,7/5/24,1
1ID7,167,0.37,397,0.62,130,0.01,70°C for 10 min,90.17,7/5/24,1
UW4N,152,0.53,235,0.46,2,0.01,,93.4,7/5/24,1
MO67,40,0.94,39,0.05,210,0.01,,99.46,7/5/24,1
AHJJ,45,0.29,296,0.7,149,0.01,,95.13,7/5/24,1
NQDX,78,0.72,351,0.27,293,0.01,,90.72,7/5/24,1
MC1Q,92,0.23,106,0.76,86,0.01,,92.48,7/5/24,1
LCCB,127,0.34,14,0.49,33,0.17,,27.42,7/5/24,1
1BMN,78,0.81,247,0.18,209,0.01,Freezing for 20 min,94.32,7/5/24,1
5FQ5,90,0.63,67,0.36,285,0.01,,92.62,7/5/24,1
17VJ,152,0.54,453,0.35,150,0.11,,91.77,7/5/24,1
O88Q,10,0.47,205,0.17,160,0.36,50°C for 10 min,94.12,7/5/24,1
XLUL,49,0.47,204,0.4,71,0.13,,90.71,7/5/24,1
X1D5,144,0.53,36,0.46,199,0.01,,96.35,7/5/24,1
1UIH,182,0.36,351,0.27,55,0.37,,62.55,7/5/24,1
844A,99,0.33,101,0.66,84,0.01,20°C for 60 min,97.22,7/5/24,1
NU0P,104,0.81,153,0.18,216,0.01,,92.81,7/5/24,1
Q8XY,20,0.13,415,0.61,266,0.26,50°C for 10 min,91.2,7/5/24,1
0CQ8,90,0.17,135,0.44,267,0.39,Freezing for 20 min,91.22,7/5/24,1
SSB4,105,0.51,473,0.36,294,0.13,50°C for 10 min,90.92,7/5/24,1
2B36,46,0.71,403,0.28,266,0.01,,99.27,7/5/24,1
M9AT,53,0.27,441,0.16,36,0.57,,96.36,7/5/24,1
3UQO,78,0.86,428,0.13,227,0.01,,32.98,7/5/24,1
49EK,6,0.96,12,0.03,113,0.01,,94.2,7/5/24,1
HCM0,67,0.02,397,0.08,91,0.9,,95.59,7/5/24,1
KSSO,45,0.7,229,0.29,150,0.01,,98.07,7/5/24,1
Z5HT,69,0.39,257,0.6,100,0.01,,95.76,7/5/24,1
0OJ0,23,0.35,312,0.64,233,0.01,,98.44,7/5/24,1
4KAI,181,0.38,227,0.44,167,0.18,,90.85,7/5/24,1
N50R,121,0.82,37,0.17,96,0.01,,95.3,7/5/24,1
SF8H,143,0.97,30,0.02,17,0.01,,91.63,7/5/24,1
WBT9,163,0.16,118,0.83,53,0.01,,90.46,7/5/24,1
3GMD,96,0.28,295,0.31,32,0.41,,92.33,7/5/24,1
J9DT,14,0.39,17,0.6,263,0.01,Steaming,91.84,7/5/24,1
IQ8R,106,0.89,140,0.06,280,0.05,,95.36,7/5/24,1
1Z7W,119,0.91,199,0.08,269,0.01,Freezing for 20 min,96.25,7/5/24,1
044R,152,0.34,52,0.08,245,0.58,,62.57,7/5/24,1
NAJU,87,0.61,101,0.38,265,0.01,,97.49,7/5/24,1
TEEU,25,0.92,233,0.07,140,0.01,,96.37,7/5/24,1
M2VK,57,0.21,176,0.68,270,0.11,,90.51,7/5/24,1
IYRE,78,0.53,330,0.17,259,0.3,50°C for 10 min,98.54,7/5/24,1
2DFO,134,0.91,280,0.08,4,0.01,70°C for 10 min,91.53,7/5/24,1
JUX2,115,0.5,379,0.49,74,0.01,50°C for 10 min,92.72,7/5/24,1
6M1H,76,0.56,453,0.27,130,0.17,50°C for 10 min,52.1,7/5/24,1
RXK2,198,0.56,438,0.34,171,0.1,,31.93,7/5/24,1
AXSS,124,0.91,116,0.08,212,0.01,Freezing for 20 min,94.92,7/5/24,1
D3GD,45,0.55,195,0.44,37,0.01,,91.15,7/5/24,1
JU2H,18,0.59,73,0.4,214,0.01,,93.99,7/5/24,1
YVJV,32,0.37,227,0.13,293,0.5,,90.73,7/5/24,1
5CPO,47,0.01,30,0.05,234,0.94,,97.86,7/5/24,1
5BJ5,34,0.48,139,0.51,171,0.01,50°C for 10 min,90.47,7/5/24,1
6CO7,41,0.52,45,0.47,228,0.01,Freezing for 20 min,91.92,7/5/24,1
N0TP,57,0.93,5,0.06,137,0.01,,97.64,7/5/24,1
8UZQ,37,0.64,11,0.34,100,0.02,70°C for 10 min,98.6,7/5/24,1
ILJZ,182,0.25,289,0.23,120,0.52,70°C for 10 min,95.82,7/5/24,1
EH39,13,0.87,397,0.12,266,0.01,,90.07,7/5/24,1
Z10K,102,0.83,331,0.16,135,0.01,,92.2,7/5/24,1
Q28O,81,0.8,486,0.19,53,0.01,,96.06,7/5/24,1
FUOE,198,0.01,226,0.97,25,0.02,,93.78,7/5/24,1
BRQG,21,0.55,353,0.01,191,0.44,,94.63,7/5/24,1
4MW7,78,0.4,496,0.59,156,0.01,,90.39,7/5/24,1
4YRJ,198,0.5,222,0.3,83,0.2,,75.18,7/5/24,1
MA9M,174,0.15,303,0.84,290,0.01,Freezing for 20 min,98.99,7/5/24,1
NV4I,167,0.84,211,0.15,112,0.01,,91.09,7/5/24,1
SDQ5,50,0.28,400,0.19,126,0.53,,95.5,7/5/24,1
VXMC,36,0.28,287,0.7,266,0.02,50°C for 10 min,92.88,7/5/24,1
0CHH,140,0.57,19,0.28,232,0.15,50°C for 10 min,68.6,7/5/24,1
5VZQ,191,0.7,112,0.29,133,0.01,Steaming,91.22,7/5/24,1
XL3T,111,0.69,330,0.3,116,0.01,,95.83,7/5/24,1
DD7C,115,0.14,27,0.25,32,0.61,,95.66,7/5/24,1
A53N,56,0.39,208,0.6,169,0.01,,90.9,7/5/24,1
PQNP,158,0.79,411,0.2,141,0.01,50°C for 10 min,96.82,7/5/24,1
TJC7,41,0.74,94,0.25,178,0.01,,90.34,7/5/24,1
HYHE,68,0.81,209,0.18,288,0.01,Steaming,95.16,7/5/24,1
QTC7,85,0.61,24,0.38,275,0.01,,96.49,7/5/24,1
V01Y,98,0.33,264,0.24,251,0.43,,96.09,7/5/24,1
A72V,46,0.76,362,0.23,221,0.01,50°C for 10 min,97.73,7/5/24,1
XGZE,22,0.36,240,0.63,147,0.01,,98.16,7/5/24,1
J9WV,125,0.2,305,0.13,98,0.67,,97.64,7/5/24,1
KNOC,58,0.14,497,0.68,213,0.18,,99.87,7/5/24,1
FEQN,117,0.47,451,0.52,17,0.01,70°C for 10 min,99.44,7/5/24,1
80ZI,32,0.44,84,0.55,188,0.01,Steaming,96.26,7/5/24,1
F38Z,91,0.37,41,0.62,119,0.01,,99.95,7/5/24,1
Y06F,105,0.55,48,0.44,108,0.01,,91.83,7/5/24,1
BT0J,12,0.89,304,0.1,134,0.01,70°C for 10 min,98.79,7/5/24,1
9FMN,71,0.37,178,0.62,242,0.01,,97,7/5/24,1
7HI2,27,0.78,430,0.21,23,0.01,,31.26,7/5/24,1
VW16,12,0.31,500,0.36,259,0.33,,93.09,7/5/24,1
WR29,198,0.63,100,0.36,156,0.01,,91.48,7/5/24,1
XFFC,67,0.34,202,0.65,126,0.01,,97.46,7/5/24,1
WRZ7,167,0.17,443,0.82,201,0.01,,99.8,7/5/24,1
MDNT,49,0.37,69,0.62,167,0.01,20°C for 60 min,92.75,7/5/24,1
C2VB,144,0.62,288,0.37,86,0.01,,94.58,7/5/24,1
2L10,155,0.15,309,0.46,152,0.39,,91.84,7/5/24,1
S4CS,121,0.41,322,0.19,207,0.4,,93.59,7/5/24,1
P0UW,90,0.79,10,0.2,90,0.01,,98.93,7/5/24,1
BZD5,82,0.66,353,0.33,162,0.01,,92.98,7/5/24,1
9JYB,74,0.26,245,0.62,261,0.12,,92.56,7/5/24,1
NEAK,191,0.39,374,0.47,277,0.14,,98.83,7/5/24,1
WQQA,167,0.67,182,0.26,245,0.07,,92.33,7/5/24,1
C1L1,198,0.02,330,0.11,232,0.87,20°C for 60 min,93.37,7/5/24,1
Z1MQ,24,0.96,8,0.03,50,0.01,50°C for 10 min,98.9,7/5/24,1
WHI5,148,0.86,391,0.13,121,0.01,Steaming,94.57,7/5/24,1
D6NO,193,0.35,366,0.19,78,0.46,,90.08,7/5/24,1
WS09,39,0.19,161,0.78,94,0.03,,92.05,7/5/24,1
CQK4,12,0.22,222,0.77,252,0.01,,94.93,7/5/24,1
E17V,150,0.84,446,0.15,143,0.01,,98.83,7/5/24,1
YK81,116,0.88,131,0.11,206,0.01,,98.17,7/5/24,1
VP9L,168,0.64,131,0.22,78,0.14,,93.64,7/5/24,1
